W_200_10_300,T_200_10_300,W_200_50_300,T_200_50_300,W_200_100_300,T_200_100_300,W_200_10_100,T_200_10_100,W_200_50_100,T_200_50_100,W_200_100_100,T_200_100_100,W_200_10_30,T_200_10_30,W_200_50_30,T_200_50_30,W_200_100_30,T_200_100_30
0.000E+00,000.000000,0.000E+00,000.000000,0.000E+00,000.000000,0.000E+00,000.000000,0.000E+00,000.000000,0.000E+00,000.000000,0.000E+00,000.000000,0.000E+00,000.000000,0.000E+00,000.000000
3.456E+07,000.006000,8.326E+06,000.003600,7.982E+05,000.002160,3.696E+07,000.006000,2.701E+06,000.003600,7.212E+05,000.003600,7.370E+07,000.002160,1.986E+06,000.006000,9.805E+05,000.003600
1.932E+07,000.009600,1.558E+06,000.005760,4.908E+05,000.003456,1.932E+07,000.009600,1.671E+06,000.005760,4.571E+05,000.005760,4.381E+07,000.003456,1.262E+06,000.009600,4.981E+05,000.005760
1.363E+07,000.013920,1.091E+06,000.008352,3.637E+05,000.005011,1.376E+07,000.013920,1.168E+06,000.008352,3.255E+05,000.008352,3.021E+07,000.005011,9.625E+05,000.013920,3.817E+05,000.008352
1.086E+07,000.019104,8.113E+05,000.011462,2.813E+05,000.006877,1.106E+07,000.019104,8.768E+05,000.011462,2.496E+05,000.011462,2.270E+07,000.006877,8.522E+05,000.019104,3.219E+05,000.011462
9.377E+06,000.025325,6.467E+05,000.015195,2.226E+05,000.009117,9.659E+06,000.025325,7.111E+05,000.015195,2.080E+05,000.015195,1.793E+07,000.009117,8.341E+05,000.025325,3.005E+05,000.015195
8.636E+06,000.032790,5.407E+05,000.019674,1.807E+05,000.011804,9.004E+06,000.032790,6.107E+05,000.019674,1.851E+05,000.019674,1.484E+07,000.011804,8.907E+05,000.032790,3.043E+05,000.019674
8.340E+06,000.041748,4.741E+05,000.025049,1.537E+05,000.015029,8.816E+06,000.041748,5.543E+05,000.025049,1.754E+05,000.025049,1.280E+07,000.015029,1.018E+06,000.041748,3.314E+05,000.025049
8.325E+06,000.052497,4.355E+05,000.031498,1.348E+05,000.018899,8.938E+06,000.052497,5.313E+05,000.031498,1.767E+05,000.031498,1.141E+07,000.018899,1.226E+06,000.052497,3.847E+05,000.031498
8.506E+06,000.065397,4.167E+05,000.039238,1.225E+05,000.023543,9.295E+06,000.065397,5.346E+05,000.039238,1.879E+05,000.039238,1.057E+07,000.023543,1.538E+06,000.065397,4.706E+05,000.039238
8.835E+06,000.080876,4.132E+05,000.048526,1.158E+05,000.029115,9.855E+06,000.080876,5.614E+05,000.048526,2.095E+05,000.048526,1.018E+07,000.029115,1.996E+06,000.080876,6.001E+05,000.048526
9.293E+06,000.099451,4.225E+05,000.059671,1.135E+05,000.035802,1.062E+07,000.099451,6.120E+05,000.059671,2.434E+05,000.059671,1.014E+07,000.035802,2.662E+06,000.099451,7.914E+05,000.059671
9.879E+06,000.121742,4.439E+05,000.073045,1.152E+05,000.043827,1.161E+07,000.121742,6.899E+05,000.073045,2.932E+05,000.073045,1.042E+07,000.043827,3.635E+06,000.121742,1.072E+06,000.073045
1.060E+07,000.148490,4.780E+05,000.089094,1.205E+05,000.053456,1.287E+07,000.148490,8.020E+05,000.089094,3.647E+05,000.089094,1.100E+07,000.053456,5.062E+06,000.148490,1.487E+06,000.089094
1.149E+07,000.180588,5.265E+05,000.108353,1.297E+05,000.065012,1.447E+07,000.180588,9.588E+05,000.108353,4.668E+05,000.108353,1.188E+07,000.065012,7.169E+06,000.180588,2.100E+06,000.108353
1.256E+07,000.219105,5.922E+05,000.131463,1.435E+05,000.078878,1.652E+07,000.219105,1.177E+06,000.131463,6.130E+05,000.131463,1.311E+07,000.078878,1.030E+07,000.219105,3.016E+06,000.131463
1.387E+07,000.265326,6.796E+05,000.159196,1.627E+05,000.095517,1.915E+07,000.265326,1.479E+06,000.159196,8.237E+05,000.159196,1.475E+07,000.095517,1.497E+07,000.265326,4.390E+06,000.159196
1.547E+07,000.320792,7.950E+05,000.192475,1.891E+05,000.115485,2.257E+07,000.320792,1.902E+06,000.192475,1.130E+06,000.192475,1.693E+07,000.115485,2.199E+07,000.320792,6.464E+06,000.192475
1.744E+07,000.387350,9.475E+05,000.232410,2.251E+05,000.139446,2.704E+07,000.387350,2.496E+06,000.232410,1.578E+06,000.232410,1.982E+07,000.139446,3.259E+07,000.387350,9.605E+06,000.232410
1.987E+07,000.467220,1.150E+06,000.280332,2.741E+05,000.168199,3.298E+07,000.467220,3.339E+06,000.280332,2.238E+06,000.280332,2.369E+07,000.168199,4.870E+07,000.467220,1.438E+07,000.280332
2.290E+07,000.563064,1.421E+06,000.337838,3.412E+05,000.202703,4.093E+07,000.563064,4.545E+06,000.337838,3.218E+06,000.337838,2.891E+07,000.202703,7.335E+07,000.563064,2.168E+07,000.337838
2.671E+07,000.678077,1.786E+06,000.406846,4.340E+05,000.244108,5.171E+07,000.678077,6.284E+06,000.406846,4.680E+06,000.406846,3.603E+07,000.244108,1.113E+08,000.678077,3.288E+07,000.406846
3.156E+07,000.816092,2.285E+06,000.489655,5.634E+05,000.293793,6.653E+07,000.816092,8.814E+06,000.489655,6.874E+06,000.489655,4.585E+07,000.293793,1.704E+08,000.816092,5.015E+07,000.489655
3.780E+07,000.981711,2.971E+06,000.589026,7.457E+05,000.353416,8.710E+07,000.981711,1.253E+07,000.589026,1.018E+07,000.589026,5.955E+07,000.353416,2.632E+08,000.981711,7.695E+07,000.589026
4.592E+07,001.180453,3.928E+06,000.708272,1.005E+06,000.424963,1.160E+08,001.180453,1.802E+07,000.708272,1.520E+07,000.708272,7.887E+07,000.424963,4.114E+08,001.180453,1.189E+08,000.708272
5.663E+07,001.418943,5.276E+06,000.851366,1.376E+06,000.510820,1.570E+08,001.418943,2.620E+07,000.851366,2.285E+07,000.851366,1.064E+08,000.510820,6.544E+08,001.418943,1.853E+08,000.851366
7.092E+07,001.705132,7.198E+06,001.023079,1.913E+06,000.613847,2.157E+08,001.705132,3.850E+07,001.023079,3.457E+07,001.023079,1.461E+08,000.613847,1.069E+09,001.705132,2.926E+08,001.023079
9.020E+07,002.048558,9.968E+06,001.229135,2.696E+06,000.737481,3.003E+08,002.048558,5.713E+07,001.229135,5.263E+07,001.229135,2.038E+08,000.737481,1.817E+09,002.048558,4.727E+08,001.229135
1.165E+08,002.460670,1.400E+07,001.476402,3.846E+06,000.885841,4.229E+08,002.460670,8.553E+07,001.476402,8.059E+07,001.476402,2.885E+08,000.885841,2.171E+09,002.172192,7.959E+08,001.476402
1.528E+08,002.955204,1.994E+07,001.773122,5.549E+06,001.063873,6.017E+08,002.955204,1.292E+08,001.773122,1.242E+08,001.773122,4.136E+08,001.063873,2.583E+09,002.295825,1.438E+09,001.773122
2.032E+08,003.548645,2.875E+07,002.129187,8.088E+06,001.277512,8.635E+08,003.548645,1.967E+08,002.129187,1.926E+08,002.129187,5.996E+08,001.277512,3.166E+09,002.444185,2.840E+09,002.129187
2.738E+08,004.260774,4.194E+07,002.556464,1.190E+07,001.533879,1.087E+09,003.975922,3.021E+08,002.556464,3.017E+08,002.556464,8.776E+08,001.533879,4.012E+09,002.622218,4.152E+09,002.342826
3.733E+08,005.115328,6.186E+07,003.069197,1.765E+07,001.841518,1.340E+09,004.403199,4.692E+08,003.069197,4.805E+08,003.069197,1.296E+09,001.841518,5.270E+09,002.835856,6.280E+09,002.599192
5.143E+08,006.140794,9.217E+07,003.684476,2.639E+07,002.210686,1.683E+09,004.915932,6.214E+08,003.438365,6.495E+08,003.438365,1.928E+09,002.210686,7.184E+09,003.092223,9.581E+09,002.906832
7.153E+08,007.371353,1.386E+08,004.422812,3.973E+07,002.653687,2.151E+09,005.531212,8.047E+08,003.807532,8.616E+08,003.807532,2.482E+09,002.476487,1.015E+10,003.399863,1.451E+10,003.275999
1.003E+09,008.848023,2.102E+08,005.308814,6.018E+07,003.185288,2.792E+09,006.269547,1.072E+09,004.250533,1.190E+09,004.250533,3.120E+09,002.742287,1.478E+10,003.769030,2.181E+10,003.719000
1.417E+09,010.620028,3.012E+08,006.194816,9.168E+07,003.823210,3.665E+09,007.155549,1.477E+09,004.782135,1.723E+09,004.782135,4.001E+09,003.061248,2.209E+10,004.212031,3.272E+10,004.250602
2.005E+09,012.746434,4.387E+08,007.258019,1.405E+08,004.588716,4.864E+09,008.218752,2.110E+09,005.420057,2.639E+09,005.420057,5.231E+09,003.444001,3.359E+10,004.743633,4.896E+10,004.888524
2.813E+09,015.298120,6.503E+08,008.533863,2.166E+08,005.507323,6.717E+09,009.494595,3.148E+09,006.185563,4.271E+09,006.185563,7.037E+09,003.903305,5.158E+10,005.381554,7.277E+10,005.654030
3.914E+09,018.360145,9.831E+08,010.064875,3.375E+08,006.609652,1.018E+10,011.025608,4.934E+09,007.104170,7.205E+09,007.104170,1.002E+10,004.454469,7.938E+10,006.147060,1.070E+11,006.572637
5.590E+09,022.034574,1.520E+09,011.902089,5.343E+08,007.932446,1.716E+10,012.862822,8.177E+09,008.206499,1.239E+10,008.206499,1.563E+10,005.115866,1.216E+11,007.065668,1.550E+11,007.674965
8.536E+09,026.443888,2.414E+09,014.106746,8.675E+08,009.519800,3.054E+10,015.067479,1.429E+10,009.529293,2.129E+10,009.529293,2.675E+10,005.909543,1.846E+11,008.167996,2.202E+11,008.997760
1.399E+10,031.735066,4.027E+09,016.752335,1.462E+09,011.424624,5.433E+10,017.713068,2.580E+10,011.116646,3.607E+10,011.116646,4.880E+10,006.861955,2.767E+11,009.490791,3.050E+11,010.585113
2.409E+10,038.084479,7.290E+09,019.927042,2.596E+09,013.710412,9.410E+10,020.887775,4.668E+10,013.021470,5.962E+10,013.021470,9.113E+10,008.004849,4.084E+11,011.078144,4.090E+11,012.489937
4.225E+10,045.703775,1.425E+10,023.736690,4.929E+09,016.453359,1.572E+11,024.697423,8.279E+10,015.307259,9.550E+10,015.307259,1.670E+11,009.376323,5.926E+11,012.982968,5.259E+11,014.775726
7.339E+10,054.846930,2.875E+10,028.308267,9.940E+09,019.744895,2.529E+11,029.269000,1.425E+11,018.050205,1.474E+11,018.050205,2.895E+11,011.022090,8.446E+11,015.268757,6.419E+11,017.518672
1.242E+11,065.818716,5.730E+10,033.794160,2.029E+10,023.694738,3.925E+11,034.754893,2.374E+11,021.341741,2.184E+11,021.341741,4.668E+11,012.997012,1.183E+12,018.011703,7.398E+11,020.810208
2.037E+11,078.984859,1.107E+11,040.377232,3.986E+10,028.434549,5.891E+11,041.337965,3.841E+11,025.291584,3.091E+11,025.291584,7.055E+11,015.366918,1.636E+12,021.303239,8.239E+11,024.760051
3.234E+11,094.784231,2.067E+11,048.276918,7.354E+10,034.122323,8.558E+11,049.237651,6.076E+11,030.031396,4.162E+11,030.031396,1.015E+12,018.210805,2.256E+12,025.253082,9.979E+11,029.499863
4.970E+11,113.743477,3.746E+11,057.756541,1.266E+11,040.947652,1.203E+12,058.717274,9.510E+11,035.719170,5.357E+11,035.719170,1.404E+12,021.623469,3.176E+12,029.992894,1.534E+12,034.239674
7.388E+11,136.494572,6.584E+11,069.132088,2.043E+11,049.138046,1.562E+12,068.196897,1.496E+12,042.544498,6.850E+11,042.544498,1.795E+12,025.036133,4.669E+12,035.680667,3.061E+12,038.979486
1.061E+12,163.795887,1.093E+12,082.782746,3.133E+11,058.966519,1.917E+12,077.676520,2.374E+12,050.734892,9.953E+11,050.734892,2.173E+12,028.448797,6.990E+12,042.505996,5.060E+12,041.823373
1.401E+12,191.097201,1.646E+12,099.163534,4.766E+11,070.760687,2.260E+12,087.156143,3.640E+12,060.563366,2.054E+12,060.563366,2.527E+12,031.861462,9.547E+12,050.696390,9.052E+12,045.236037
1.744E+12,218.398516,2.249E+12,118.820481,7.990E+11,084.913688,2.581E+12,096.635766,5.026E+12,072.357534,3.637E+12,066.460450,2.853E+12,035.274126,1.096E+13,060.524864,1.505E+13,048.648701
2.080E+12,245.699830,2.912E+12,142.408816,1.659E+12,101.897290,2.878E+12,106.115389,6.175E+12,086.510535,6.958E+12,073.536950,3.147E+12,038.686790,1.112E+13,072.319031,2.285E+13,052.743898
2.399E+12,273.001145,3.698E+12,170.714819,3.691E+12,122.277612,3.148E+12,115.595012,7.117E+12,103.494137,1.126E+13,080.613451,3.456E+12,042.781988,1.087E+13,086.472033,2.774E+13,057.658135
2.699E+12,300.302459,4.633E+12,204.682023,6.345E+12,146.733999,3.436E+12,126.970560,8.046E+12,123.874459,1.493E+13,089.105252,3.769E+12,047.696224,1.076E+13,103.455634,2.670E+13,063.555219
2.974E+12,327.603773,5.677E+12,245.442667,8.338E+12,176.081662,3.685E+12,138.346107,8.984E+12,148.330845,1.651E+13,099.295413,4.069E+12,053.593308,1.087E+13,123.835956,2.388E+13,070.631720
3.224E+12,354.905088,6.773E+12,294.355440,1.001E+13,211.298859,3.938E+12,151.996765,9.785E+12,177.678509,1.708E+13,111.523606,4.337E+12,060.669809,1.099E+13,148.292343,2.253E+13,079.123520
3.492E+12,387.666665,7.852E+12,353.050767,1.204E+13,253.559495,4.182E+12,168.377553,1.035E+13,212.895705,1.752E+13,126.197438,4.560E+12,069.161610,1.102E+13,177.640007,2.184E+13,087.615321
3.767E+12,426.980558,8.835E+12,423.485160,1.439E+13,304.272258,4.403E+12,188.034500,1.070E+13,255.156341,1.848E+13,143.806036,4.728E+12,079.351771,1.101E+13,212.857203,2.192E+13,097.805482
3.996E+12,466.294451,9.648E+12,508.006432,1.669E+13,365.127573,4.591E+12,211.622835,1.088E+13,305.869104,1.987E+13,164.936354,4.841E+12,091.579964,1.101E+13,255.117839,2.272E+13,110.033676
4.219E+12,513.471122,1.025E+13,609.431957,1.873E+13,438.153952,4.737E+12,239.928838,1.097E+13,366.724419,2.108E+13,190.292736,4.908E+12,106.253796,1.101E+13,305.830602,2.339E+13,124.707507
4.424E+12,570.083128,1.064E+13,731.142588,2.038E+13,525.785606,4.840E+12,273.896042,1.100E+13,439.750798,2.187E+13,220.720393,4.943E+12,123.862394,1.101E+13,366.685917,2.354E+13,142.316106
4.599E+12,638.017535,1.085E+13,877.195346,2.157E+13,630.943591,4.905E+12,314.656686,1.101E+13,527.382452,2.238E+13,257.233583,4.958E+12,144.992712,1.101E+13,439.712296,2.340E+13,163.446424
4.738E+12,719.538823,1.093E+13,1000.000000,2.232E+13,757.133173,4.940E+12,363.569459,1.101E+13,632.540438,2.270E+13,301.049410,4.963E+12,170.349093,1.101E+13,527.343950,2.327E+13,188.802805
4.837E+12,817.364368,,,2.272E+13,908.560672,4.956E+12,422.264786,1.101E+13,758.730020,2.288E+13,353.628402,4.964E+12,200.776751,1.101E+13,632.501935,2.319E+13,219.230463
4.901E+12,934.755023,,,2.284E+13,1000.000000,4.962E+12,492.699179,1.101E+13,910.157518,2.296E+13,416.723193,4.965E+12,237.289940,1.101E+13,758.691518,2.311E+13,255.743652
4.922E+12,1000.000000,,,,,4.964E+12,577.220451,1.101E+13,1000.000000,2.299E+13,492.436943,4.965E+12,281.105768,1.101E+13,910.119016,2.304E+13,299.559479
,,,,,,4.965E+12,678.645976,,,2.300E+13,583.293442,4.965E+12,333.684760,1.101E+13,1000.000000,2.300E+13,352.138472
,,,,,,4.965E+12,800.356607,,,2.300E+13,692.321241,4.965E+12,396.779551,,,2.300E+13,415.233263
,,,,,,4.965E+12,946.409365,,,2.300E+13,823.154600,4.965E+12,472.493301,,,2.300E+13,490.947012
,,,,,,4.965E+12,1000.000000,,,2.300E+13,980.154630,4.965E+12,563.349800,,,2.300E+13,581.803511
,,,,,,,,,,2.300E+13,1000.000000,4.965E+12,672.377599,,,2.300E+13,690.831310
,,,,,,,,,,,,4.965E+12,803.210958,,,2.300E+13,821.664669
,,,,,,,,,,,,4.965E+12,960.210988,,,2.300E+13,978.664700
,,,,,,,,,,,,4.965E+12,1000.000000,,,2.300E+13,1000.000000
